epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,628.593,0.13402,4.05949,0.46843,0.11977,0.91199,0.99914,1,0.995,0.94845,0.73266,0.73333,0.64028,0.2911,0.35336,3.84722,0.44499,0.22848,0.70789,0.0082378,0.0082378,0.0082378
91,635.479,0.12832,3.96304,0.47041,0.12229,0.90618,0.99927,1,0.995,0.98567,0.83266,0.83333,0.80595,0.39949,0.23993,3.44151,0.44928,0.19608,0.53895,0.008218,0.008218,0.008218
92,642.714,0.12649,3.9824,0.46811,0.12322,0.89736,0.99887,1,0.995,0.98726,0.81572,0.81667,0.78952,0.33407,0.24086,3.69342,0.44751,0.17734,0.52779,0.0081982,0.0081982,0.0081982
93,649.615,0.12736,3.81723,0.46295,0.11981,0.89815,0.99909,1,0.995,0.98935,0.81587,0.81667,0.79624,0.37187,0.23552,3.68271,0.45179,0.17171,0.53338,0.0081784,0.0081784,0.0081784
94,656.583,0.12883,4.05151,0.46575,0.12328,0.89607,0.99679,1,0.995,0.962,0.75283,0.76667,0.66204,0.2244,0.2931,4.17342,0.45268,0.2331,0.65071,0.0081586,0.0081586,0.0081586
95,663.476,0.12597,4.05837,0.46454,0.12013,0.89287,0.98244,0.9325,0.97828,0.90899,0.83337,0.83353,0.85548,0.32638,0.33481,3.48107,0.4497,0.33284,0.70163,0.0081388,0.0081388,0.0081388
96,670.444,0.13157,3.91369,0.46186,0.11952,0.91102,0.99889,1,0.995,0.91494,0.79941,0.8,0.7248,0.28194,0.31912,3.5455,0.44271,0.24689,0.68773,0.008119,0.008119,0.008119
97,677.34,0.13165,3.89941,0.4659,0.12322,0.91252,0.99871,1,0.995,0.93377,0.8822,0.88333,0.86803,0.29359,0.33351,3.59626,0.44227,0.19561,0.64488,0.0080992,0.0080992,0.0080992
98,684.271,0.12808,3.77783,0.46511,0.12378,0.89732,0.999,1,0.995,0.98983,0.88245,0.88333,0.86552,0.35094,0.23997,3.35171,0.44352,0.19195,0.5458,0.0080794,0.0080794,0.0080794
99,691.138,0.12998,3.90915,0.46412,0.12466,0.9079,0.99888,1,0.995,0.9837,0.89899,0.9,0.88151,0.38143,0.23685,3.35799,0.44382,0.18571,0.53354,0.0080596,0.0080596,0.0080596
100,698.101,0.1279,3.59522,0.45911,0.11881,0.91173,0.96072,1,0.98974,0.88806,0.86581,0.9,0.88662,0.3645,0.44802,3.22988,0.44289,0.40445,0.89166,0.0080398,0.0080398,0.0080398
101,705.023,0.13834,3.71597,0.45798,0.13066,0.92278,0.99399,1,0.995,0.91738,0.8871,0.91666,0.89764,0.36402,0.39085,3.35492,0.43917,0.2898,0.74834,0.00802,0.00802,0.00802
102,711.975,0.12822,3.80047,0.45902,0.12821,0.90196,0.99906,1,0.995,0.99088,0.8492,0.85,0.81263,0.38068,0.24497,3.49557,0.44136,0.17376,0.53599,0.0080002,0.0080002,0.0080002
103,718.882,0.13063,3.86799,0.46201,0.12395,0.89305,0.99978,1,0.995,0.98931,0.86627,0.86667,0.81816,0.35225,0.2374,3.41178,0.44382,0.15555,0.53739,0.0079804,0.0079804,0.0079804
104,725.806,0.12844,3.72954,0.46276,0.12184,0.89922,0.9991,1,0.995,0.99261,0.69937,0.7,0.58546,0.21184,0.24817,4.31573,0.45197,0.17432,0.54222,0.0079606,0.0079606,0.0079606
