epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,492.342,0.1202,3.84672,0.4519,0.12156,0.90505,0.99911,1,0.995,0.991,0.98245,0.98333,0.98721,0.38144,0.22335,3.10857,0.44648,0.21037,0.51423,0.0075448,0.0075448,0.0075448
126,496.222,0.12286,3.79515,0.45395,0.12666,0.90168,1,0.99777,0.995,0.99031,0.96659,0.9645,0.96947,0.37446,0.21352,3.40835,0.45206,0.22817,0.50726,0.007525,0.007525,0.007525
127,500.093,0.13217,3.62593,0.45596,0.12797,0.89961,1,0.99767,0.995,0.99137,0.96659,0.96441,0.97602,0.45714,0.20709,2.95522,0.44719,0.22562,0.49327,0.0075052,0.0075052,0.0075052
128,504.09,0.12282,3.61945,0.45212,0.12224,0.90503,0.99912,1,0.995,0.98298,0.94938,0.95,0.95794,0.40631,0.22472,3.2484,0.44894,0.22172,0.50312,0.0074854,0.0074854,0.0074854
129,507.938,0.11819,3.72449,0.45393,0.11921,0.89759,0.99914,1,0.995,0.99426,0.94918,0.95,0.9663,0.44746,0.20976,3.03528,0.4478,0.22019,0.49562,0.0074656,0.0074656,0.0074656
130,511.801,0.11802,3.77116,0.44805,0.11767,0.89965,0.99914,1,0.995,0.98872,0.96584,0.96667,0.96329,0.43918,0.22453,3.02555,0.44347,0.23057,0.51373,0.0074458,0.0074458,0.0074458
131,515.685,0.11806,3.6975,0.44528,0.12051,0.89229,0.99926,1,0.995,0.992,0.94928,0.95,0.95589,0.39355,0.20201,3.15615,0.44039,0.22099,0.49438,0.007426,0.007426,0.007426
132,519.587,0.12106,3.57074,0.44995,0.12461,0.89217,0.99899,1,0.995,0.99137,0.94904,0.95,0.94783,0.43469,0.23802,2.97751,0.43709,0.2192,0.53416,0.0074062,0.0074062,0.0074062
133,523.437,0.12353,3.78161,0.44725,0.12375,0.89027,0.999,1,0.995,0.98616,0.91575,0.91667,0.91678,0.37432,0.23093,3.16381,0.4398,0.24463,0.53152,0.0073864,0.0073864,0.0073864
134,527.349,0.11976,3.69918,0.44729,0.12185,0.89738,0.99891,1,0.995,0.99427,0.93231,0.93333,0.92331,0.41365,0.20402,3.06224,0.44008,0.21565,0.50191,0.0073666,0.0073666,0.0073666
135,531.215,0.11949,3.52532,0.44105,0.12048,0.89615,0.99911,1,0.995,0.99423,0.94915,0.95,0.95068,0.39058,0.21888,3.04618,0.43588,0.19759,0.5168,0.0073468,0.0073468,0.0073468
136,535.29,0.12946,3.69599,0.44979,0.12473,0.88115,0.99909,1,0.995,0.9901,0.95078,0.96579,0.97466,0.42693,0.21489,2.94111,0.43637,0.21741,0.51056,0.007327,0.007327,0.007327
137,539.144,0.12114,3.58095,0.44922,0.11752,0.8869,0.99911,1,0.995,0.99413,0.9325,0.93333,0.89335,0.35576,0.21672,3.32345,0.44317,0.20776,0.52513,0.0073072,0.0073072,0.0073072
138,543.024,0.1224,3.66494,0.4487,0.12126,0.89756,0.99912,1,0.995,0.99185,0.94917,0.95,0.94528,0.39297,0.1882,3.18983,0.43178,0.18038,0.50055,0.0072874,0.0072874,0.0072874
139,546.873,0.11388,3.49778,0.44183,0.11254,0.88756,0.99906,1,0.995,0.99214,0.94911,0.95,0.95181,0.37628,0.20213,3.08947,0.43488,0.18769,0.50029,0.0072676,0.0072676,0.0072676
140,550.731,0.11852,3.69085,0.44454,0.11716,0.90648,0.99906,1,0.995,0.99118,0.96576,0.96667,0.97087,0.39519,0.2114,3.12057,0.43565,0.19726,0.50822,0.0072478,0.0072478,0.0072478
141,554.6,0.11897,3.70564,0.44876,0.12073,0.89129,0.99904,1,0.995,0.99249,0.89913,0.9,0.90233,0.36008,0.21344,3.41351,0.44052,0.19894,0.50073,0.007228,0.007228,0.007228
142,558.472,0.12022,3.66989,0.4518,0.1241,0.89097,0.999,1,0.995,0.98195,0.9324,0.93333,0.93871,0.38923,0.2308,3.18407,0.43977,0.22824,0.51445,0.0072082,0.0072082,0.0072082
143,562.305,0.11474,3.64606,0.44756,0.12329,0.89069,0.99913,1,0.995,0.99284,0.93252,0.93333,0.9239,0.40587,0.2329,3.09542,0.43734,0.22856,0.52042,0.0071884,0.0071884,0.0071884
144,566.186,0.11258,3.54036,0.43524,0.12053,0.90147,0.99914,1,0.995,0.98947,0.94918,0.95,0.92691,0.38837,0.21735,3.15887,0.43812,0.20256,0.50347,0.0071686,0.0071686,0.0071686
145,570.062,0.11737,3.52512,0.44574,0.11958,0.88965,0.99911,1,0.995,0.9921,0.99911,1,0.995,0.50349,0.21436,2.82243,0.43485,0.19161,0.49803,0.0071488,0.0071488,0.0071488
146,574.097,0.12488,3.4833,0.43918,0.12204,0.89843,0.99907,1,0.995,0.98954,0.98242,0.98333,0.97445,0.45297,0.21276,2.88486,0.43444,0.21273,0.50583,0.007129,0.007129,0.007129
147,577.977,0.1169,3.45291,0.44634,0.11586,0.89323,0.99909,1,0.995,0.99161,0.94914,0.95,0.95262,0.45897,0.20843,2.86268,0.43062,0.2042,0.50259,0.0071092,0.0071092,0.0071092
148,581.827,0.11983,3.54895,0.44287,0.11999,0.89533,0.99896,1,0.995,0.98675,0.91572,0.91667,0.92128,0.44,0.20023,2.79194,0.43093,0.22814,0.49409,0.0070894,0.0070894,0.0070894
149,585.856,0.10979,3.48019,0.45105,0.1158,0.89111,0.99913,1,0.995,0.98823,0.91587,0.91667,0.89978,0.38462,0.20793,3.08204,0.43106,0.21516,0.49752,0.0070696,0.0070696,0.0070696
150,589.775,0.11581,3.36612,0.43806,0.11739,0.89511,0.99907,1,0.995,0.98841,0.98242,0.98333,0.97348,0.39719,0.1952,2.95214,0.43202,0.21793,0.48348,0.0070498,0.0070498,0.0070498
151,593.632,0.1183,3.47547,0.43934,0.12051,0.90388,0.99911,1,0.995,0.99416,0.98246,0.98333,0.98363,0.43507,0.20325,2.84412,0.4331,0.20854,0.49382,0.00703,0.00703,0.00703
152,597.484,0.11389,3.50402,0.4401,0.11863,0.90056,0.99913,1,0.995,0.98528,0.94917,0.95,0.94626,0.4405,0.21897,2.92536,0.43841,0.19395,0.5077,0.0070102,0.0070102,0.0070102
153,601.317,0.1119,3.37125,0.43731,0.11193,0.89121,0.99911,1,0.995,0.9929,0.98246,0.98333,0.9841,0.47554,0.20514,2.728,0.42998,0.19844,0.50069,0.0069904,0.0069904,0.0069904
154,605.236,0.11903,3.43263,0.42874,0.11955,0.89874,0.99881,1,0.995,0.995,0.99881,1,0.995,0.43975,0.20651,2.77855,0.4308,0.19619,0.49716,0.0069706,0.0069706,0.0069706
155,609.069,0.11755,3.26776,0.43885,0.11621,0.90166,0.99909,1,0.995,0.99296,0.96579,0.96667,0.94986,0.47703,0.21032,2.78608,0.42734,0.18898,0.50375,0.0069508,0.0069508,0.0069508
156,612.991,0.11949,3.40517,0.43819,0.11866,0.89417,0.99906,1,0.995,0.98888,0.96575,0.96667,0.96556,0.46677,0.21655,2.93414,0.43303,0.19844,0.50368,0.006931,0.006931,0.006931
157,616.843,0.11817,3.35374,0.43302,0.11649,0.89584,0.99897,1,0.995,0.99441,0.94902,0.95,0.93279,0.49291,0.22277,2.85466,0.4328,0.19808,0.52389,0.0069112,0.0069112,0.0069112
158,620.712,0.1161,3.27142,0.42614,0.11541,0.90735,0.99912,1,0.995,0.98637,0.99912,1,0.995,0.52141,0.19836,2.72516,0.43081,0.18242,0.50435,0.0068914,0.0068914,0.0068914
159,624.68,0.11789,3.26505,0.43384,0.11313,0.88749,0.99922,1,0.995,0.99317,0.98257,0.98333,0.97396,0.51558,0.20354,2.73346,0.42827,0.21027,0.49195,0.0068716,0.0068716,0.0068716
160,628.576,0.10572,3.43115,0.4306,0.10568,0.88116,0.99949,1,0.995,0.99203,0.9828,0.98333,0.97899,0.48167,0.20389,2.84421,0.42731,0.22048,0.48856,0.0068518,0.0068518,0.0068518
161,632.446,0.11,3.39659,0.43361,0.10857,0.89024,0.99912,1,0.995,0.99433,0.96582,0.96667,0.97423,0.47394,0.19561,2.81026,0.4323,0.18903,0.49417,0.006832,0.006832,0.006832
162,636.322,0.11,3.29373,0.43074,0.1106,0.88344,0.99908,1,0.995,0.99447,0.98243,0.98333,0.98822,0.47635,0.20332,2.7282,0.42,0.20155,0.49662,0.0068122,0.0068122,0.0068122
163,640.215,0.1104,3.34712,0.43116,0.10841,0.89554,0.99913,1,0.995,0.99282,0.99913,1,0.995,0.47763,0.17576,2.79099,0.42136,0.18356,0.47252,0.0067924,0.0067924,0.0067924
164,644.315,0.11625,3.43216,0.42802,0.11381,0.88155,0.99911,1,0.995,0.98932,0.98246,0.98333,0.98177,0.48963,0.19451,2.73739,0.42278,0.19273,0.48084,0.0067726,0.0067726,0.0067726
165,648.158,0.11063,3.32944,0.42947,0.11141,0.88586,0.99909,1,0.995,0.99425,0.98244,0.98333,0.98171,0.47771,0.19899,2.82463,0.4167,0.20425,0.49244,0.0067528,0.0067528,0.0067528
166,652.054,0.11447,3.32855,0.42052,0.109,0.88516,0.99905,1,0.995,0.97745,0.99905,1,0.995,0.46269,0.2154,2.8594,0.4207,0.21221,0.4993,0.006733,0.006733,0.006733
167,655.887,0.11252,3.45605,0.42401,0.11248,0.88811,0.99906,1,0.995,0.97768,0.98241,0.98333,0.98219,0.49241,0.21072,2.67792,0.41831,0.21827,0.49009,0.0067132,0.0067132,0.0067132
168,659.76,0.11036,3.30224,0.41873,0.10922,0.89088,0.99913,1,0.995,0.9915,0.98247,0.98333,0.97687,0.47783,0.20228,2.90887,0.41703,0.21172,0.48042,0.0066934,0.0066934,0.0066934
169,663.623,0.11349,3.4783,0.42599,0.11064,0.88588,0.9991,1,0.995,0.9933,0.98245,0.98333,0.98278,0.46621,0.20427,2.85813,0.41444,0.20454,0.48309,0.0066736,0.0066736,0.0066736
170,667.478,0.10752,3.32195,0.42117,0.10661,0.9003,0.99911,1,0.995,0.99039,0.98246,0.98333,0.98613,0.48363,0.21586,2.79725,0.4129,0.21312,0.50123,0.0066538,0.0066538,0.0066538
171,671.329,0.11006,3.32421,0.41373,0.10922,0.89368,0.99911,1,0.995,0.99227,0.98245,0.98333,0.98855,0.51347,0.22067,2.6078,0.42046,0.1977,0.50708,0.006634,0.006634,0.006634
172,675.174,0.11633,3.30833,0.42644,0.11222,0.896,0.99912,1,0.995,0.99202,0.91599,0.91667,0.92453,0.41462,0.18022,3.14317,0.41353,0.1737,0.4696,0.0066142,0.0066142,0.0066142
173,679.068,0.11393,3.32877,0.40993,0.10953,0.88928,0.99905,1,0.995,0.99139,0.9824,0.98333,0.98778,0.50599,0.17792,2.73236,0.40684,0.18349,0.47249,0.0065944,0.0065944,0.0065944
174,682.945,0.10584,3.26793,0.4092,0.1102,0.89379,0.99909,1,0.995,0.98704,0.99909,1,0.995,0.45102,0.19686,2.70169,0.41461,0.20761,0.49125,0.0065746,0.0065746,0.0065746
175,686.805,0.11358,3.30432,0.41585,0.11298,0.89931,0.99905,1,0.995,0.98286,0.99905,1,0.995,0.47247,0.22538,2.73437,0.40806,0.2044,0.51395,0.0065548,0.0065548,0.0065548
176,690.953,0.11575,3.30436,0.41802,0.11013,0.89097,0.99913,1,0.995,0.9886,0.98248,0.98333,0.9898,0.52911,0.20452,2.66349,0.40732,0.19269,0.48802,0.006535,0.006535,0.006535
177,694.944,0.11251,3.31341,0.41952,0.11473,0.88813,0.99914,1,0.995,0.98881,0.98249,0.98333,0.98678,0.49665,0.19825,2.66515,0.41202,0.19574,0.48839,0.0065152,0.0065152,0.0065152
178,698.793,0.11063,3.36205,0.41414,0.11226,0.89371,0.99914,1,0.995,0.99286,0.98249,0.98333,0.9848,0.5221,0.21946,2.57201,0.40493,0.19042,0.51982,0.0064954,0.0064954,0.0064954
179,702.695,0.10989,3.27638,0.41405,0.11159,0.89039,0.99915,1,0.995,0.9907,0.9825,0.98333,0.97922,0.53815,0.21678,2.58041,0.39608,0.17783,0.51641,0.0064756,0.0064756,0.0064756
180,706.893,0.11397,3.09162,0.41109,0.10951,0.88906,0.99905,1,0.995,0.99296,0.99905,1,0.995,0.5009,0.20374,2.58528,0.39437,0.17732,0.49992,0.0064558,0.0064558,0.0064558
181,710.73,0.11031,3.29171,0.40592,0.10723,0.89179,0.99892,1,0.995,0.99332,0.94897,0.95,0.94485,0.50126,0.18444,2.63509,0.39848,0.19028,0.48357,0.006436,0.006436,0.006436
182,714.613,0.10798,3.19688,0.40306,0.10727,0.88004,0.99907,1,0.995,0.98892,0.98242,0.98333,0.9836,0.51002,0.19908,2.69272,0.39404,0.19323,0.49843,0.0064162,0.0064162,0.0064162
183,718.462,0.10617,3.17913,0.40611,0.11091,0.87348,0.99908,1,0.995,0.99078,0.93247,0.93333,0.93167,0.49648,0.19267,2.77673,0.39777,0.19526,0.48432,0.0063964,0.0063964,0.0063964
184,722.355,0.11444,3.13513,0.40192,0.11484,0.89164,0.9991,1,0.995,0.9922,0.94923,0.95,0.95902,0.52015,0.19033,2.6776,0.40166,0.17967,0.47828,0.0063766,0.0063766,0.0063766
185,726.232,0.11517,3.18871,0.40143,0.11634,0.88325,0.99911,1,0.995,0.99303,0.98246,0.98333,0.9852,0.56045,0.16865,2.52007,0.39407,0.17445,0.45972,0.0063568,0.0063568,0.0063568
186,730.22,0.11145,3.26298,0.40785,0.11468,0.86532,0.99911,1,0.995,0.99397,0.96589,0.96667,0.97631,0.58258,0.17708,2.44436,0.40029,0.17791,0.46756,0.006337,0.006337,0.006337
187,734.192,0.10692,3.13347,0.39981,0.10822,0.90332,0.99909,1,0.995,0.995,0.99909,1,0.995,0.50367,0.17989,2.55133,0.41167,0.15699,0.46816,0.0063172,0.0063172,0.0063172
188,738.067,0.10498,3.0138,0.39351,0.10286,0.88885,0.99907,1,0.995,0.99307,0.98242,0.98333,0.98904,0.49184,0.17358,2.58403,0.39125,0.1663,0.46821,0.0062974,0.0062974,0.0062974
189,741.928,0.10525,3.04462,0.38896,0.10329,0.8914,0.99909,1,0.995,0.98823,0.96579,0.96667,0.9638,0.51927,0.19868,2.53384,0.39299,0.1768,0.49232,0.0062776,0.0062776,0.0062776
190,746.007,0.10438,3.0061,0.39665,0.1089,0.88197,0.99907,1,0.995,0.99314,0.94912,0.95,0.9584,0.54434,0.1971,2.53198,0.39844,0.18625,0.49258,0.0062578,0.0062578,0.0062578
191,749.866,0.10642,3.00991,0.38334,0.10574,0.89688,0.99912,1,0.995,0.995,0.99912,1,0.995,0.58237,0.19093,2.32048,0.39297,0.17325,0.47985,0.006238,0.006238,0.006238
192,753.888,0.1014,3.10388,0.38679,0.10316,0.88392,0.99912,1,0.995,0.99333,0.98247,0.98333,0.98336,0.55851,0.19594,2.52824,0.38509,0.19093,0.49297,0.0062182,0.0062182,0.0062182
193,757.724,0.10964,3.11608,0.38792,0.10414,0.87896,0.99913,1,0.995,0.9932,0.98248,0.98333,0.98356,0.57895,0.19108,2.45965,0.38301,0.18278,0.4865,0.0061984,0.0061984,0.0061984
194,761.597,0.10753,3.01865,0.38426,0.10619,0.89439,0.99914,1,0.995,0.9942,0.96607,0.96667,0.97506,0.53764,0.17745,2.57592,0.38513,0.17615,0.47357,0.0061786,0.0061786,0.0061786
195,765.485,0.10011,3.14754,0.39085,0.10233,0.87536,0.99915,1,0.995,0.99446,0.98249,0.98333,0.9851,0.51654,0.18262,2.56789,0.39096,0.18771,0.46865,0.0061588,0.0061588,0.0061588
196,769.357,0.1064,2.85626,0.37938,0.10795,0.88577,0.99912,1,0.995,0.9931,0.99912,1,0.995,0.53437,0.1776,2.46518,0.38718,0.16728,0.46827,0.006139,0.006139,0.006139
197,773.201,0.10481,2.96312,0.37578,0.11012,0.88401,0.99912,1,0.995,0.9937,0.98247,0.98333,0.98535,0.56521,0.16705,2.34739,0.38297,0.16841,0.46711,0.0061192,0.0061192,0.0061192
198,777.109,0.10494,3.02744,0.37352,0.10334,0.8925,0.99911,1,0.995,0.99427,0.98246,0.98333,0.98437,0.54356,0.16785,2.38985,0.38616,0.16187,0.46784,0.0060994,0.0060994,0.0060994
199,780.952,0.10562,2.95726,0.37168,0.10521,0.87787,0.99913,1,0.995,0.99452,0.96582,0.96667,0.97822,0.59448,0.18203,2.28667,0.38184,0.16584,0.47503,0.0060796,0.0060796,0.0060796
200,784.94,0.09963,2.91436,0.37248,0.10185,0.88721,0.99915,1,0.995,0.99325,0.96584,0.96667,0.97607,0.60614,0.18319,2.27511,0.38425,0.16583,0.47312,0.0060598,0.0060598,0.0060598
201,788.945,0.10545,2.94833,0.3688,0.10301,0.89359,0.99914,1,0.995,0.99174,0.98249,0.98333,0.98235,0.60838,0.17673,2.28371,0.38737,0.17329,0.47414,0.00604,0.00604,0.00604
202,792.945,0.09846,2.78659,0.36972,0.0996,0.89087,0.99912,1,0.995,0.98848,0.98247,0.98333,0.98515,0.60127,0.19812,2.34523,0.38103,0.20271,0.48392,0.0060202,0.0060202,0.0060202
203,797.061,0.09908,2.78379,0.36881,0.10096,0.8902,0.99914,1,0.995,0.99372,0.98248,0.98333,0.98932,0.57332,0.19026,2.3266,0.37218,0.18674,0.4798,0.0060004,0.0060004,0.0060004
204,800.955,0.10217,2.81417,0.36348,0.10099,0.89583,0.99912,1,0.995,0.99285,0.96582,0.96667,0.97264,0.54831,0.20577,2.41673,0.36244,0.18758,0.49862,0.0059806,0.0059806,0.0059806
205,804.869,0.10918,2.7605,0.35593,0.10863,0.89171,0.99912,1,0.995,0.99404,0.96582,0.96667,0.97338,0.54538,0.21435,2.38647,0.35249,0.20447,0.50237,0.0059608,0.0059608,0.0059608
206,808.728,0.10526,2.86262,0.36552,0.10455,0.88526,0.99913,1,0.995,0.99179,0.96582,0.96667,0.96233,0.55076,0.18417,2.36143,0.35732,0.19514,0.46938,0.005941,0.005941,0.005941
207,812.578,0.11033,2.79557,0.35294,0.11227,0.87998,0.9991,1,0.995,0.99046,0.9658,0.96667,0.96097,0.54102,0.20776,2.30019,0.35407,0.19751,0.48864,0.0059212,0.0059212,0.0059212
208,816.522,0.09722,3.03916,0.35062,0.10336,0.89642,0.9991,1,0.995,0.9941,0.98245,0.98333,0.97338,0.55726,0.19729,2.41659,0.36572,0.18855,0.48844,0.0059014,0.0059014,0.0059014
209,820.375,0.1,2.73076,0.34306,0.10514,0.88247,0.99911,1,0.995,0.995,0.98246,0.98333,0.97932,0.59516,0.18881,2.30098,0.37405,0.17784,0.48151,0.0058816,0.0058816,0.0058816
210,824.261,0.10349,2.73976,0.34765,0.10297,0.88541,0.99913,1,0.995,0.995,0.99913,1,0.995,0.57803,0.19539,2.18691,0.33502,0.1777,0.49113,0.0058618,0.0058618,0.0058618
211,828.173,0.09332,2.95148,0.33125,0.09609,0.89009,0.99912,1,0.995,0.99024,0.94927,0.95,0.9669,0.54619,0.19155,2.41864,0.34057,0.17891,0.49605,0.005842,0.005842,0.005842
212,832.069,0.09539,2.8534,0.34254,0.10146,0.88057,0.99912,1,0.995,0.99272,0.98247,0.98333,0.9847,0.58166,0.18597,2.30679,0.32743,0.18139,0.47913,0.0058222,0.0058222,0.0058222
213,835.973,0.0969,2.76589,0.33605,0.09865,0.88908,0.99912,1,0.995,0.995,0.98256,0.98333,0.99045,0.61089,0.1876,2.21598,0.33106,0.18655,0.47489,0.0058024,0.0058024,0.0058024
214,840.019,0.10082,2.76667,0.337,0.10275,0.89014,0.99911,1,0.995,0.995,0.96589,0.96667,0.97357,0.59579,0.17475,2.29524,0.32539,0.18238,0.46391,0.0057826,0.0057826,0.0057826
215,843.888,0.0995,2.82289,0.34247,0.10285,0.88605,0.99911,1,0.995,0.99438,0.96598,0.96667,0.97547,0.5923,0.1894,2.30107,0.32679,0.18852,0.48704,0.0057628,0.0057628,0.0057628
216,847.974,0.09917,2.63404,0.32675,0.10326,0.88477,0.99907,1,0.995,0.99327,0.98242,0.98333,0.98299,0.58621,0.18464,2.34098,0.32921,0.19058,0.47855,0.005743,0.005743,0.005743
217,851.851,0.1028,2.63558,0.32862,0.10259,0.88618,0.99908,1,0.995,0.99444,0.96577,0.96667,0.97304,0.55804,0.17574,2.41092,0.33663,0.17061,0.46011,0.0057232,0.0057232,0.0057232
218,855.724,0.09758,2.57363,0.33763,0.10194,0.8949,0.99913,1,0.995,0.99339,0.94917,0.95,0.9515,0.57582,0.16974,2.50147,0.32476,0.17488,0.45812,0.0057034,0.0057034,0.0057034
219,859.584,0.09439,2.72797,0.33491,0.09578,0.88695,0.99913,1,0.995,0.99347,0.93252,0.93333,0.92869,0.525,0.18201,2.55683,0.34937,0.18924,0.4719,0.0056836,0.0056836,0.0056836
220,863.47,0.09838,2.59294,0.33254,0.10142,0.87734,0.99912,1,0.995,0.99337,0.98247,0.98333,0.98978,0.58042,0.18596,2.24232,0.32192,0.18813,0.47634,0.0056638,0.0056638,0.0056638
221,867.379,0.10076,2.72465,0.33365,0.10094,0.88536,0.99913,1,0.995,0.99329,0.98247,0.98333,0.98753,0.58356,0.18091,2.35302,0.31442,0.19053,0.47766,0.005644,0.005644,0.005644
222,871.226,0.09785,2.66048,0.32631,0.10327,0.8826,0.99914,1,0.995,0.99448,0.94925,0.95,0.96351,0.61336,0.19356,2.41058,0.31874,0.21274,0.48712,0.0056242,0.0056242,0.0056242
223,875.065,0.10211,2.74131,0.33105,0.10447,0.88733,0.99914,1,0.995,0.99339,0.96587,0.96667,0.97886,0.60821,0.19483,2.3609,0.33224,0.22253,0.48137,0.0056044,0.0056044,0.0056044
224,878.971,0.09693,2.67939,0.32967,0.09908,0.87132,0.99915,1,0.995,0.99187,0.9825,0.98333,0.98368,0.58225,0.1888,2.28732,0.29567,0.20904,0.48275,0.0055846,0.0055846,0.0055846
225,882.842,0.09932,2.65445,0.32071,0.10111,0.88419,0.99912,1,0.995,0.98812,0.98247,0.98333,0.98709,0.60411,0.18641,2.28114,0.28305,0.18842,0.47987,0.0055648,0.0055648,0.0055648
226,886.726,0.09484,2.55991,0.31706,0.09777,0.8827,0.99912,1,0.995,0.99172,0.9492,0.95,0.95845,0.59052,0.17671,2.29021,0.30524,0.18871,0.4624,0.005545,0.005545,0.005545
227,890.611,0.09918,2.46637,0.3151,0.09959,0.89501,0.99911,1,0.995,0.99443,0.98257,0.98333,0.99013,0.61253,0.18601,2.20703,0.30036,0.18689,0.47502,0.0055252,0.0055252,0.0055252
228,894.822,0.0969,2.4921,0.3124,0.09724,0.89621,0.99912,1,0.995,0.99333,0.96588,0.96667,0.97658,0.56532,0.17189,2.3476,0.29513,0.18067,0.45759,0.0055054,0.0055054,0.0055054
229,898.68,0.09642,2.41812,0.31374,0.09607,0.87795,0.99912,1,0.995,0.99169,0.91586,0.91667,0.92826,0.5334,0.16968,2.61283,0.29557,0.18773,0.45556,0.0054856,0.0054856,0.0054856
230,902.599,0.09247,2.47179,0.31526,0.09626,0.88469,0.99914,1,0.995,0.99026,0.98248,0.98333,0.98904,0.56012,0.19916,2.26567,0.28525,0.18525,0.48607,0.0054658,0.0054658,0.0054658
231,906.461,0.09905,2.44627,0.31184,0.09819,0.89307,0.99914,1,0.995,0.99452,0.96585,0.96667,0.97612,0.57103,0.18678,2.31435,0.29735,0.18439,0.47209,0.005446,0.005446,0.005446
232,910.376,0.09255,2.45027,0.30602,0.09287,0.86856,0.99914,1,0.995,0.99431,0.96584,0.96667,0.97136,0.56117,0.19383,2.51558,0.31002,0.1926,0.47704,0.0054262,0.0054262,0.0054262
233,914.25,0.09565,2.48592,0.3073,0.09697,0.88946,0.99913,1,0.995,0.99435,0.96583,0.96667,0.97403,0.56236,0.19281,2.40735,0.29982,0.19437,0.47625,0.0054064,0.0054064,0.0054064
234,918.186,0.0932,2.43482,0.30661,0.09642,0.87873,0.99914,1,0.995,0.99326,0.96583,0.96667,0.9737,0.56628,0.1696,2.37837,0.27815,0.19196,0.45245,0.0053866,0.0053866,0.0053866
235,922.004,0.09262,2.40592,0.30554,0.09698,0.87525,0.99912,1,0.995,0.99441,0.96581,0.96667,0.97441,0.59459,0.16485,2.34927,0.28073,0.18969,0.44181,0.0053668,0.0053668,0.0053668
236,925.893,0.09425,2.35724,0.29946,0.09645,0.87941,0.99911,1,0.995,0.99296,0.9658,0.96667,0.97083,0.55888,0.1711,2.36256,0.28356,0.18379,0.44954,0.005347,0.005347,0.005347
237,929.718,0.0927,2.3931,0.2937,0.09706,0.874,0.99914,1,0.995,0.9922,0.96584,0.96667,0.96945,0.58674,0.18454,2.31579,0.30156,0.17061,0.4667,0.0053272,0.0053272,0.0053272
238,933.589,0.09574,2.36437,0.28541,0.09486,0.87188,0.99914,1,0.995,0.99438,0.96584,0.96667,0.97267,0.59968,0.17905,2.33891,0.28201,0.18285,0.46745,0.0053074,0.0053074,0.0053074
239,937.422,0.09391,2.36932,0.28496,0.09303,0.87384,0.99914,1,0.995,0.99196,0.96584,0.96667,0.9726,0.55911,0.19115,2.41462,0.25672,0.19691,0.47868,0.0052876,0.0052876,0.0052876
240,941.504,0.09526,2.3578,0.28948,0.09669,0.8783,0.99276,1,0.995,0.99202,0.96022,0.96667,0.97289,0.59196,0.19105,2.35207,0.27904,0.20589,0.48489,0.0052678,0.0052678,0.0052678
241,945.351,0.0969,2.43432,0.29625,0.09857,0.89197,0.99235,1,0.995,0.99177,0.94256,0.95,0.95505,0.58263,0.17603,2.36567,0.32009,0.19592,0.46697,0.005248,0.005248,0.005248
242,949.204,0.09896,2.46665,0.28198,0.09876,0.87019,0.99757,1,0.995,0.99269,0.94769,0.95,0.95955,0.57127,0.19176,2.40413,0.27744,0.1881,0.48154,0.0052282,0.0052282,0.0052282
243,953.097,0.09883,2.41993,0.29215,0.09797,0.89127,0.99913,1,0.995,0.99298,0.94917,0.95,0.95854,0.60305,0.19586,2.29057,0.26199,0.19327,0.49285,0.0052084,0.0052084,0.0052084
244,956.991,0.09767,2.44541,0.27769,0.09714,0.89605,0.99911,1,0.995,0.99079,0.9658,0.96667,0.96765,0.5819,0.1894,2.3789,0.27196,0.20115,0.48663,0.0051886,0.0051886,0.0051886
245,960.823,0.0924,2.29945,0.27607,0.094,0.88011,0.9991,1,0.995,0.99317,0.96579,0.96667,0.97475,0.60418,0.20456,2.19381,0.25524,0.20416,0.50079,0.0051688,0.0051688,0.0051688
246,964.744,0.09272,2.36853,0.27091,0.09211,0.88203,0.99911,1,0.995,0.99215,0.98246,0.98333,0.98918,0.59306,0.19821,2.2172,0.24243,0.2023,0.4922,0.005149,0.005149,0.005149
247,968.626,0.09594,2.30221,0.27423,0.09531,0.872,0.99914,1,0.995,0.99309,0.98248,0.98333,0.98899,0.5728,0.19721,2.21731,0.23496,0.19595,0.49513,0.0051292,0.0051292,0.0051292
248,972.513,0.09431,2.30605,0.26985,0.09343,0.89157,0.99913,1,0.995,0.99434,0.98248,0.98333,0.9897,0.59958,0.1779,2.19135,0.23574,0.17978,0.46542,0.0051094,0.0051094,0.0051094
249,976.41,0.09328,2.4024,0.27619,0.09452,0.86944,0.99913,1,0.995,0.995,0.98248,0.98333,0.9902,0.62403,0.18448,2.17396,0.23681,0.18715,0.46813,0.0050896,0.0050896,0.0050896
250,980.388,0.08797,2.39889,0.265,0.08844,0.87275,0.99915,1,0.995,0.995,0.98258,0.98333,0.99036,0.61145,0.1773,2.20576,0.28669,0.17573,0.46321,0.0050698,0.0050698,0.0050698
251,984.227,0.09285,2.35018,0.26355,0.09299,0.88408,0.99914,1,0.995,0.99443,0.98254,0.98333,0.99045,0.63371,0.1857,2.15129,0.25746,0.17472,0.47413,0.00505,0.00505,0.00505
