epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,412.919,0.13534,5.20602,0.4724,0.1362,0.90084,0.99903,1,0.995,0.99122,0.69986,0.7,0.68179,0.20843,0.27474,4.50108,0.46586,0.20221,0.60614,0.0084952,0.0084952,0.0084952
78,418.428,0.14756,5.24021,0.47283,0.13736,0.91618,0.99911,1,0.995,0.98997,0.6496,0.65,0.63687,0.14425,0.27287,4.74744,0.46807,0.22369,0.6144,0.0084754,0.0084754,0.0084754
79,423.662,0.13341,5.06713,0.47407,0.12776,0.89242,0.99912,1,0.995,0.98515,0.58301,0.58333,0.53789,0.16748,0.27049,4.52264,0.46594,0.18949,0.60355,0.0084556,0.0084556,0.0084556
80,428.978,0.13588,4.96528,0.47755,0.13562,0.89841,0.99908,1,0.995,0.99049,0.64966,0.65,0.645,0.16928,0.24142,4.71813,0.46353,0.1924,0.55635,0.0084358,0.0084358,0.0084358
81,434.307,0.14073,4.99312,0.47896,0.128,0.90044,0.99899,1,0.995,0.99433,0.53319,0.53333,0.41301,0.11608,0.23929,4.97457,0.46766,0.1924,0.55551,0.008416,0.008416,0.008416
82,439.585,0.1366,5.07387,0.46988,0.12948,0.8977,0.99908,1,0.995,0.99308,0.61637,0.61667,0.51825,0.18009,0.26264,4.56452,0.46568,0.19475,0.5799,0.0083962,0.0083962,0.0083962
83,444.849,0.12772,5.16667,0.47319,0.12495,0.90965,0.99906,1,0.995,0.98823,0.5191,0.51667,0.39003,0.09581,0.28667,5.40709,0.47044,0.21923,0.61293,0.0083764,0.0083764,0.0083764
84,450.173,0.13233,5.0022,0.46874,0.12165,0.91392,0.99912,1,0.995,0.99099,0.43295,0.43333,0.34434,0.08448,0.25445,5.05322,0.45779,0.20491,0.57722,0.0083566,0.0083566,0.0083566
85,455.45,0.13668,5.06961,0.47032,0.1271,0.91101,0.99911,1,0.995,0.98155,0.73268,0.73333,0.66372,0.23509,0.27158,4.35481,0.46015,0.21377,0.58824,0.0083368,0.0083368,0.0083368
86,461.01,0.1367,5.03849,0.47634,0.12364,0.89972,0.9991,1,0.995,0.99437,0.53313,0.53333,0.49997,0.13292,0.22751,4.57577,0.45959,0.17253,0.55535,0.008317,0.008317,0.008317
87,466.282,0.14615,4.97304,0.46986,0.12807,0.92055,0.99875,1,0.995,0.98631,0.64932,0.65,0.51919,0.14106,0.25651,4.52986,0.45628,0.20985,0.5764,0.0082972,0.0082972,0.0082972
88,471.623,0.14028,4.94243,0.47483,0.13646,0.90977,0.99901,1,0.995,0.98914,0.69943,0.7,0.57773,0.15434,0.25681,4.44525,0.45527,0.20037,0.57393,0.0082774,0.0082774,0.0082774
89,476.887,0.12892,4.82051,0.46918,0.12401,0.89917,0.99908,1,0.995,0.98839,0.49967,0.5,0.36836,0.07133,0.25898,5.37994,0.45844,0.19543,0.58025,0.0082576,0.0082576,0.0082576
90,482.203,0.1335,4.77198,0.46796,0.12839,0.90951,0.99903,1,0.995,0.98728,0.69938,0.7,0.66447,0.20941,0.26887,4.431,0.45247,0.20094,0.58569,0.0082378,0.0082378,0.0082378
91,487.52,0.13417,4.92484,0.4691,0.13072,0.91212,0.99902,1,0.995,0.99125,0.58286,0.58333,0.422,0.08563,0.27509,4.95074,0.45829,0.18931,0.60138,0.008218,0.008218,0.008218
92,492.858,0.14654,4.85534,0.46938,0.13805,0.90724,0.99861,1,0.995,0.97611,0.74809,0.75,0.66724,0.17456,0.28808,4.51926,0.4562,0.22885,0.6413,0.0081982,0.0081982,0.0081982
93,498.164,0.13872,4.82005,0.46073,0.13676,0.90953,0.9965,1,0.995,0.98938,0.84696,0.85,0.81597,0.18786,0.26829,4.51666,0.45352,0.19374,0.61778,0.0081784,0.0081784,0.0081784
94,503.481,0.1442,4.8385,0.46286,0.13914,0.90751,0.9988,1,0.995,0.99312,0.66621,0.66667,0.62752,0.24465,0.25449,4.30416,0.45379,0.18648,0.58432,0.0081586,0.0081586,0.0081586
95,509.331,0.13529,4.81562,0.46463,0.12878,0.89871,0.9991,1,0.995,0.99096,0.74933,0.75,0.70808,0.2129,0.27545,4.53119,0.45976,0.19594,0.61104,0.0081388,0.0081388,0.0081388
